# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
3039,Kepler-517,b,Kepler-517 b,Transit,0,1,60.92832271,,,,,,0.238,,0,1,0,1,19h34m42.08s,293.675335,+41d17m43.3s,41.295348,284.00,292.34,12.193,Kepler-band,12.130,5690.00,0.95,0.98,2016-05-10,,0.2635920,2455006.370519,2016,Kepler,http://exoplanet.eu/catalog/kepler-517_b/,
3040,Kepler-518,b,Kepler-518 b,Transit,0,1,8.51203588,,,,,,0.188,,0,1,0,1,19h08m21.59s,287.089972,+41d22m25.9s,41.373873,324.00,341.20,12.549,Kepler-band,12.510,5842.00,0.96,0.88,2016-05-10,,0.0913170,2455007.909799,2016,Kepler,http://exoplanet.eu/catalog/kepler-518_b/,
3041,Kepler-519,b,Kepler-519 b,Transit,0,1,24.30789460,,,,,,0.187,,0,1,0,1,19h57m16.69s,299.319538,+41d23m04.7s,41.384647,234.00,248.37,12.630,Kepler-band,12.618,5260.00,0.89,0.80,2016-05-10,,0.1082540,2455011.364426,2016,Kepler,http://exoplanet.eu/catalog/kepler-519_b/,
3042,Kepler-52,b,Kepler-52 b,Transit,0,3,7.87735650,,,,8.70000,Mass,0.187,,1,1,0,1,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,324.54,324.54,15.095,Kepler-band,15.059,4263.00,,0.56,2014-05-14,,0.1009000,2455009.376920,2012,Kepler,http://exoplanet.eu/catalog/kepler-52_b/,http://exoplanets.org/detail/Kepler-52_b
3043,Kepler-52,c,Kepler-52 c,Transit,0,3,16.38500210,,,,10.41000,Mass,0.164,,1,1,0,1,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,324.54,324.54,15.095,Kepler-band,15.059,4263.00,,0.56,2014-05-14,,0.1302000,2455005.725490,2012,Kepler,http://exoplanet.eu/catalog/kepler-52_c/,http://exoplanets.org/detail/Kepler-52_c
3044,Kepler-52,d,Kepler-52 d,Transit,0,3,36.44517100,0.182000,,,,,0.174,,1,1,0,1,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,324.54,324.54,15.095,Kepler-band,15.059,4263.00,,0.56,2014-05-14,,0.1730000,2454984.601150,2014,Kepler,http://exoplanet.eu/catalog/kepler-52_d/,http://exoplanets.org/detail/Kepler-52_d
3045,Kepler-520,b,Kepler-520 b,Transit,0,2,19.67416124,,,,,,0.148,,0,1,0,1,19h32m43.28s,293.180322,+41d37m03.9s,41.617763,492.00,747.95,12.797,Kepler-band,12.760,6112.00,1.10,1.09,2016-05-10,,0.1499380,2455009.269850,2016,Kepler,http://exoplanet.eu/catalog/kepler-520_b/,
3046,Kepler-520,c,Kepler-520 c,Transit,0,2,5.21104261,,,,,,0.095,,0,1,0,1,19h32m43.28s,293.180322,+41d37m03.9s,41.617763,492.00,747.95,12.797,Kepler-band,12.760,6112.00,1.10,1.09,2016-05-10,,0.1375460,2454964.539580,2016,Kepler,http://exoplanet.eu/catalog/kepler-520_c/,
3047,Kepler-521,b,Kepler-521 b,Transit,0,1,22.20813214,,,,,,0.284,,0,1,0,1,19h55m15.93s,298.816376,+43d59m52.9s,43.998039,737.00,850.76,12.885,Kepler-band,12.891,6406.00,1.34,1.46,2016-05-10,,0.3051040,2455039.359150,2016,Kepler,http://exoplanet.eu/catalog/kepler-521_b/,
3048,Kepler-522,b,Kepler-522 b,Transit,0,1,38.58422849,,,,,,0.616,,0,1,0,1,19h12m36.96s,288.153996,+44d04m07.8s,44.068821,749.00,651.10,12.211,Kepler-band,12.146,6392.00,1.54,1.98,2016-05-10,,0.4320120,2455007.833446,2016,Kepler,http://exoplanet.eu/catalog/kepler-522_b/,
3049,Kepler-523,b,Kepler-523 b,Transit,0,1,5.83598311,,,,,,0.175,,0,1,0,1,18h56m14.67s,284.061130,+45d30m24.7s,45.506855,270.00,255.15,12.465,Kepler-band,12.481,5515.00,0.93,0.86,2016-05-10,,0.0858370,2455002.875149,2016,Kepler,http://exoplanet.eu/catalog/kepler-523_b/,
3050,Kepler-524,b,Kepler-524 b,Transit,0,2,7.97419807,,,,,,0.170,,0,1,0,1,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,730.00,1091.50,13.928,Kepler-band,13.887,6014.00,1.09,1.10,2016-05-10,,0.2233540,2455007.528330,2016,Kepler,http://exoplanet.eu/catalog/kepler-524_b/,
3051,Kepler-524,c,Kepler-524 c,Transit,0,2,1.88897906,,,,,,0.086,,0,1,0,1,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,730.00,1091.50,13.928,Kepler-band,13.887,6014.00,1.09,1.10,2016-05-10,,0.1352500,2454965.097400,2016,Kepler,http://exoplanet.eu/catalog/kepler-524_c/,
3052,Kepler-525,b,Kepler-525 b,Transit,0,1,18.68404933,,,,,,0.235,,0,1,0,1,19h44m44.02s,296.183433,+47d21m31.5s,47.358761,566.00,1021.98,13.497,Kepler-band,13.491,5573.00,0.95,1.15,2016-05-10,,0.2877900,2455003.832220,2016,Kepler,http://exoplanet.eu/catalog/kepler-525_b/,
3053,Kepler-526,b,Kepler-526 b,Transit,0,1,5.45849832,,,,,,0.178,,0,1,0,1,19h50m36.22s,297.650933,+47d23m46.7s,47.396294,504.00,679.12,13.046,Kepler-band,13.038,5894.00,1.15,1.14,2016-05-10,,0.1681080,2455005.088800,2016,Kepler,http://exoplanet.eu/catalog/kepler-526_b/,
3054,Kepler-527,b,Kepler-527 b,Transit,0,1,13.28535633,,,,,,0.253,,0,1,0,1,19h23m49.90s,290.957911,+47d24m22.6s,47.406284,901.00,766.63,13.390,Kepler-band,13.334,6388.00,1.28,1.45,2016-05-10,,0.2575040,2455002.862100,2016,Kepler,http://exoplanet.eu/catalog/kepler-527_b/,
3055,Kepler-528,b,Kepler-528 b,Transit,0,1,19.78297415,,,,,,0.186,,0,1,0,1,19h42m44.36s,295.684814,+47d44m53.1s,47.748081,711.00,802.31,13.936,Kepler-band,13.903,5807.00,1.01,1.06,2016-05-10,,0.2277540,2455010.723360,2016,Kepler,http://exoplanet.eu/catalog/kepler-528_b/,
3056,Kepler-529,b,Kepler-529 b,Transit,0,2,1.98035766,,,,,,0.166,,0,1,0,1,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,787.00,1812.98,13.763,Kepler-band,13.740,6087.00,1.07,1.14,2016-05-10,,0.1013830,2455003.139026,2016,Kepler,http://exoplanet.eu/catalog/kepler-529_b/,
3057,Kepler-529,c,Kepler-529 c,Transit,0,2,12.83450220,,,,,,0.178,,0,1,0,1,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,787.00,1812.98,13.763,Kepler-band,13.740,6087.00,1.07,1.14,2016-05-10,,0.1361080,2454971.324780,2016,Kepler,http://exoplanet.eu/catalog/kepler-529_c/,
3058,Kepler-53,b,Kepler-53 b,Transit,0,3,18.64895250,,,,18.41000,Mass,0.258,,1,1,0,1,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,1420.10,1420.10,15.386,Kepler-band,15.388,5858.00,0.98,0.89,2014-05-14,,0.1867000,2455007.776080,2012,Kepler,http://exoplanet.eu/catalog/kepler-53_b/,http://exoplanets.org/detail/Kepler-53_b
3059,Kepler-53,c,Kepler-53 c,Transit,0,3,38.55830380,,,,15.74000,Mass,0.283,,1,1,0,1,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,1420.10,1420.10,15.386,Kepler-band,15.388,5858.00,0.98,0.89,2014-05-14,,0.2090000,2454996.848160,2012,Kepler,http://exoplanet.eu/catalog/kepler-53_c/,http://exoplanets.org/detail/Kepler-53_c
3060,Kepler-53,d,Kepler-53 d,Transit,0,3,9.75196200,0.091000,,,,,0.189,,0,1,0,1,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,1420.10,1420.10,15.386,Kepler-band,15.388,5858.00,0.98,0.89,2014-05-14,,0.1746000,2454971.785200,2014,Kepler,http://exoplanet.eu/catalog/kepler-53_d/,http://exoplanets.org/detail/Kepler-53_d
3061,Kepler-530,b,Kepler-530 b,Transit,0,1,39.30941904,,,,,,0.269,,0,1,0,1,18h53m21.67s,283.340288,+48d32m56.6s,48.549046,464.00,463.84,13.400,Kepler-band,13.395,5697.00,0.97,0.89,2016-05-10,,0.2409670,2455004.334643,2016,Kepler,http://exoplanet.eu/catalog/kepler-530_b/,
3062,Kepler-531,b,Kepler-531 b,Transit,0,1,29.88485741,,,,,,0.248,,0,1,0,1,19h06m05.95s,286.524812,+48d41m01.0s,48.683601,254.00,254.62,13.340,Kepler-band,13.292,4893.00,0.78,0.75,2016-05-10,,0.1900330,2455006.194425,2016,Kepler,http://exoplanet.eu/catalog/kepler-531_b/,
3063,Kepler-532,b,Kepler-532 b,Transit,0,1,12.92491623,,,,,,0.229,,0,1,0,1,19h54m38.62s,298.660915,+48d36m22.9s,48.606373,325.00,315.64,13.524,Kepler-band,13.504,5192.00,0.87,0.79,2016-05-10,,0.1092710,2455003.785885,2016,Kepler,http://exoplanet.eu/catalog/kepler-532_b/,
3064,Kepler-533,b,Kepler-533 b,Transit,0,1,28.51120525,,,,,,0.302,,0,1,0,1,19h34m44.58s,293.685736,+48d49m30.5s,48.825146,305.00,305.63,13.933,Kepler-band,13.925,4758.00,0.78,0.72,2016-05-10,,0.1907670,2455020.363548,2016,Kepler,http://exoplanet.eu/catalog/kepler-533_b/,
3065,Kepler-534,b,Kepler-534 b,Transit,0,1,15.95994513,,,,,,0.200,,0,1,0,1,19h45m40.45s,296.418559,+49d32m24.4s,49.540104,473.00,579.92,13.235,Kepler-band,13.231,5884.00,1.05,0.98,2016-05-10,,0.1818880,2455004.522010,2016,Kepler,http://exoplanet.eu/catalog/kepler-534_b/,
3066,Kepler-535,b,Kepler-535 b,Transit,0,1,4.90332155,,,,,,0.211,,0,1,0,1,19h46m15.99s,296.566641,+49d41m46.5s,49.696251,678.00,699.43,13.174,Kepler-band,13.120,6123.00,1.18,1.27,2016-05-10,,0.1195790,2455005.900713,2016,Kepler,http://exoplanet.eu/catalog/kepler-535_b/,
3067,Kepler-536,b,Kepler-536 b,Transit,0,1,1.82708230,,,,,,0.277,,0,1,0,1,19h50m56.73s,297.736380,+49d38m13.8s,49.637154,446.00,467.79,13.807,Kepler-band,13.782,5524.00,0.92,0.89,2016-05-10,,0.0815275,2455003.525764,2016,Kepler,http://exoplanet.eu/catalog/kepler-536_b/,
3068,Kepler-537,b,Kepler-537 b,Transit,0,1,3.24755522,,,,,,0.126,,0,1,0,1,19h19m31.35s,289.880634,+51d16m37.5s,51.277081,465.00,445.05,13.100,Kepler-band,13.066,5763.00,1.07,0.99,2016-05-10,,0.1034830,2455004.277460,2016,Kepler,http://exoplanet.eu/catalog/kepler-537_b/,
3069,Kepler-538,b,Kepler-538 b,Transit,0,1,81.73778000,0.466900,0.041000,89.730,0.03335,Mass,0.198,5.40000,0,1,0,2,19h49m56.86s,297.486901,+49d37m24.4s,49.623455,156.66,156.66,11.195,Kepler-band,11.165,5547.00,0.89,0.87,2019-09-26,,0.2758333,2455044.678900,2016,Kepler,http://exoplanet.eu/catalog/kepler-538_b/,
3070,Kepler-539,b,Kepler-539 b,Transit,0,2,125.63243000,0.498800,0.390000,89.845,0.97000,Mass,0.747,2.90000,1,1,0,1,19h56m29.39s,299.122454,+41d52m00.3s,41.866760,310.01,310.01,12.391,Kepler-band,12.379,5820.00,1.05,0.95,2016-05-10,,,2455588.871000,2016,Kepler,http://exoplanet.eu/catalog/kepler-539_b/,
3071,Kepler-539,c,Kepler-539 c,Transit Timing Variations,0,2,1000.00000000,2.420000,0.500000,,2.40000,Mass,,,0,1,0,1,19h56m29.39s,299.122454,+41d52m00.3s,41.866760,310.01,310.01,12.391,Kepler-band,12.379,5820.00,1.05,0.95,2016-05-10,,,,2016,Kepler,http://exoplanet.eu/catalog/kepler-539_c/,
3072,Kepler-54,b,Kepler-54 b,Transit,0,3,8.01094340,,,,0.92000,Mass,0.187,,1,1,0,1,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,273.80,273.80,15.847,Kepler-band,15.813,4252.00,,0.55,2014-05-14,,0.1422000,2455003.205730,2012,Kepler,http://exoplanet.eu/catalog/kepler-54_b/,http://exoplanets.org/detail/Kepler-54_b
3073,Kepler-54,c,Kepler-54 c,Transit,0,3,12.07172490,,,,0.37000,Mass,0.110,,1,1,0,1,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,273.80,273.80,15.847,Kepler-band,15.813,4252.00,,0.55,2014-05-14,,0.2072000,2454976.448420,2012,Kepler,http://exoplanet.eu/catalog/kepler-54_c/,http://exoplanets.org/detail/Kepler-54_c
3074,Kepler-54,d,Kepler-54 d,Transit,0,3,20.99569400,0.126000,,,,,0.136,,1,1,0,1,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,273.80,273.80,15.847,Kepler-band,15.813,4252.00,,0.55,2014-05-14,,0.1124000,2454985.319950,2014,Kepler,http://exoplanet.eu/catalog/kepler-54_d/,http://exoplanets.org/detail/Kepler-54_d
3075,Kepler-540,b,Kepler-540 b,Transit,0,1,172.70497840,,,,,,0.242,,1,1,0,1,19h22m30.06s,290.625252,+44d52m26.3s,44.873962,350.00,394.78,12.209,Kepler-band,12.187,5946.00,1.02,1.08,2016-05-10,,0.4699710,2455069.923380,2016,Kepler,http://exoplanet.eu/catalog/kepler-540_b/,
3076,Kepler-541,b,Kepler-541 b,Transit,0,1,5.08005848,,,,,,0.300,,0,1,0,1,19h36m35.92s,294.149669,+38d27m29.7s,38.458259,1020.00,1093.96,13.281,Kepler-band,13.228,6166.00,1.41,2.06,2016-05-10,,0.2191130,2455007.427760,2016,Kepler,http://exoplanet.eu/catalog/kepler-541_b/,
3077,Kepler-542,b,Kepler-542 b,Transit,0,1,13.14497566,,,,,,0.140,,0,1,0,1,19h28m51.62s,292.215089,+38d32m54.9s,38.548588,439.00,441.56,13.435,Kepler-band,13.416,5526.00,0.93,0.90,2016-05-10,,0.1498500,2455007.845610,2016,Kepler,http://exoplanet.eu/catalog/kepler-542_b/,
3078,Kepler-543,b,Kepler-543 b,Transit,0,1,13.89961966,,,,,,0.223,,0,1,0,1,19h08m52.49s,287.218727,+38d51m45.0s,38.862513,212.00,223.23,13.577,Kepler-band,13.374,4671.00,0.70,0.67,2016-05-10,,0.1484710,2455015.865271,2016,Kepler,http://exoplanet.eu/catalog/kepler-543_b/,
3079,Kepler-544,b,Kepler-544 b,Transit,0,1,21.41616926,,,,,,0.189,,0,1,0,1,19h36m06.98s,294.029098,+39d03m06.6s,39.051846,797.00,990.56,13.542,Kepler-band,13.541,6206.00,1.16,1.22,2016-05-10,,0.2953700,2455009.251230,2016,Kepler,http://exoplanet.eu/catalog/kepler-544_b/,
3080,Kepler-545,b,Kepler-545 b,Transit,0,1,13.24934059,,,,,,0.240,,0,1,0,1,19h22m15.91s,290.566303,+40d41m31.4s,40.692045,831.00,837.64,14.150,Kepler-band,14.105,5882.00,1.04,1.07,2016-05-10,,0.1859750,2455012.520750,2016,Kepler,http://exoplanet.eu/catalog/kepler-545_b/,
3081,Kepler-546,b,Kepler-546 b,Transit,0,1,4.14702026,,,,,,0.624,,0,1,0,1,18h53m01.82s,283.257599,+40d59m25.8s,40.990498,896.00,1050.45,14.288,Kepler-band,14.251,5967.00,1.11,1.15,2016-05-10,,0.1207040,2455003.326066,2016,Kepler,http://exoplanet.eu/catalog/kepler-546_b/,
3082,Kepler-547,b,Kepler-547 b,Transit,0,1,6.01038429,,,,,,0.357,,0,1,0,1,19h04m28.48s,286.118673,+44d20m43.0s,44.345280,361.00,383.12,14.247,Kepler-band,14.207,4828.00,0.78,0.73,2016-05-10,,0.0926790,2455007.084771,2016,Kepler,http://exoplanet.eu/catalog/kepler-547_b/,
3083,Kepler-548,b,Kepler-548 b,Transit,0,1,4.45419434,,,,,,1.070,,0,1,0,1,19h59m37.42s,299.905910,+45d26m22.8s,45.439678,776.00,768.17,14.995,Kepler-band,14.984,5535.00,0.93,0.90,2016-05-10,,0.0966580,2455005.820206,2016,Kepler,http://exoplanet.eu/catalog/kepler-548_b/,
3084,Kepler-549,b,Kepler-549 b,Transit,0,2,42.94956490,,,,,,0.229,,0,1,0,1,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648.00,646.97,14.621,Kepler-band,14.623,5360.00,0.88,0.84,2016-05-10,,0.2227870,2454986.737620,2016,Kepler,http://exoplanet.eu/catalog/kepler-549_b/,
3085,Kepler-549,c,Kepler-549 c,Transit,0,2,117.04049800,,,,,,0.261,,1,1,0,1,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648.00,646.97,14.621,Kepler-band,14.623,5360.00,0.88,0.84,2016-05-10,,0.3560400,2455078.616160,2016,Kepler,http://exoplanet.eu/catalog/kepler-549_c/,
3086,Kepler-55,b,Kepler-55 b,Transit,0,5,27.94814490,,,,1.49000,Mass,0.217,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,588.47,15.791,Kepler-band,15.781,4503.00,,0.62,2014-05-14,,0.1456000,2455011.795980,2012,Kepler,http://exoplanet.eu/catalog/kepler-55_b/,http://exoplanets.org/detail/Kepler-55_b
3087,Kepler-55,c,Kepler-55 c,Transit,0,5,42.15164180,,,,1.11000,Mass,0.197,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,588.47,15.791,Kepler-band,15.781,4503.00,,0.62,2014-05-14,,0.2109000,2454971.992840,2012,Kepler,http://exoplanet.eu/catalog/kepler-55_c/,http://exoplanets.org/detail/Kepler-55_c
3088,Kepler-55,d,Kepler-55 d,Transit,0,5,2.21109900,0.029000,,,,,0.142,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,588.47,15.791,Kepler-band,15.781,4503.00,,0.62,2014-05-14,,0.0685000,2455003.149120,2014,Kepler,http://exoplanet.eu/catalog/kepler-55_d/,http://exoplanets.org/detail/Kepler-55_d
3089,Kepler-55,e,Kepler-55 e,Transit,0,5,4.61753400,0.048000,,,,,0.138,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,588.47,15.791,Kepler-band,15.781,4503.00,,0.62,2014-05-14,,0.0888000,2454968.042540,2014,Kepler,http://exoplanet.eu/catalog/kepler-55_e/,http://exoplanets.org/detail/Kepler-55_e
3090,Kepler-55,f,Kepler-55 f,Transit,0,5,10.19854500,0.081000,,,,,0.142,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,588.47,15.791,Kepler-band,15.781,4503.00,,0.62,2014-05-14,,0.0905000,2454970.917140,2014,Kepler,http://exoplanet.eu/catalog/kepler-55_f/,http://exoplanets.org/detail/Kepler-55_f
3091,Kepler-550,b,Kepler-550 b,Transit,0,1,8.60010411,,,,,,0.394,,0,1,0,1,19h50m48.06s,297.700240,+47d51m49.5s,47.863750,563.00,540.21,14.486,Kepler-band,14.472,5322.00,0.87,0.83,2016-05-10,,0.1677130,2455005.528619,2016,Kepler,http://exoplanet.eu/catalog/kepler-550_b/,
3092,Kepler-551,b,Kepler-551 b,Transit,0,1,12.37646610,,,,,,0.244,,0,1,0,1,19h01m56.41s,285.485043,+48d03m15.6s,48.054325,312.00,313.99,14.897,Kepler-band,14.860,4286.00,0.65,0.63,2016-05-10,,0.1147250,2455012.404747,2016,Kepler,http://exoplanet.eu/catalog/kepler-551_b/,
3093,Kepler-552,b,Kepler-552 b,Transit,0,1,5.26341577,,,,,,0.352,,0,1,0,1,19h22m59.44s,290.747687,+48d14m31.2s,48.242012,834.00,864.68,14.279,Kepler-band,14.262,5863.00,1.03,1.04,2016-05-10,,0.0907420,2455007.350788,2016,Kepler,http://exoplanet.eu/catalog/kepler-552_b/,
3094,Kepler-553,b,Kepler-553 b,Transit,0,2,4.03046804,,,,,,0.413,,0,1,0,1,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725.00,743.92,14.924,Kepler-band,14.957,5266.00,0.92,0.85,2016-05-10,,0.1167330,2455004.092197,2016,Kepler,http://exoplanet.eu/catalog/kepler-553_b/,
3095,Kepler-553,c,Kepler-553 c,Transit,0,2,328.23995460,,,,,,0.999,,0,1,0,1,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725.00,743.92,14.924,Kepler-band,14.957,5266.00,0.92,0.85,2016-05-10,,0.5052960,2455032.204142,2016,Kepler,http://exoplanet.eu/catalog/kepler-553_c/,
3096,Kepler-554,b,Kepler-554 b,Transit,0,1,1.90220856,,,,,,0.383,,0,1,0,1,19h45m37.64s,296.406853,+51d21m29.4s,51.358154,642.00,704.49,14.313,Kepler-band,14.296,5447.00,0.93,0.92,2016-05-10,,0.0919888,2455003.449790,2016,Kepler,http://exoplanet.eu/catalog/kepler-554_b/,
3097,Kepler-555,b,Kepler-555 b,Transit,0,1,16.21775407,,,,,,0.252,,0,1,0,1,19h02m04.04s,285.516852,+38d55m56.7s,38.932408,772.00,1001.07,14.200,Kepler-band,14.161,5894.00,1.03,1.04,2016-05-10,,0.2054000,2455013.041960,2016,Kepler,http://exoplanet.eu/catalog/kepler-555_b/,
3098,Kepler-556,b,Kepler-556 b,Transit,0,1,11.72292176,,,,,,0.200,,0,1,0,1,19h22m07.07s,290.529444,+38d56m33.6s,38.942671,729.00,687.88,14.112,Kepler-band,14.125,5740.00,1.00,0.98,2016-05-10,,0.1739600,2455010.318500,2016,Kepler,http://exoplanet.eu/catalog/kepler-556_b/,
3099,Kepler-557,b,Kepler-557 b,Transit,0,1,3.70598955,,,,,,0.238,,0,1,0,1,19h34m50.03s,293.708458,+41d36m54.5s,41.615135,1126.00,2228.61,14.641,Kepler-band,14.639,6068.00,1.11,1.16,2016-05-10,,0.2126630,2455002.943420,2016,Kepler,http://exoplanet.eu/catalog/kepler-557_b/,
3100,Kepler-558,b,Kepler-558 b,Transit,0,1,29.00790538,,,,,,0.211,,0,1,0,1,18h58m37.89s,284.657888,+42d39m09.6s,42.652676,652.00,674.64,14.805,Kepler-band,14.954,5242.00,0.85,0.81,2016-05-10,,0.2010790,2455003.554050,2016,Kepler,http://exoplanet.eu/catalog/kepler-558_b/,
3101,Kepler-559,b,Kepler-559 b,Transit,0,1,17.58752333,,,,,,0.322,,0,1,0,1,19h46m32.84s,296.636834,+43d48m10.1s,43.802792,793.00,794.17,14.743,Kepler-band,14.742,5630.00,0.96,0.95,2016-05-10,,0.1825880,2455009.077356,2016,Kepler,http://exoplanet.eu/catalog/kepler-559_b/,
3102,Kepler-56,b,Kepler-56 b,Transit,0,3,10.50160000,0.102800,,,0.07000,Mass,0.581,0.44200,1,1,0,1,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,936.96,12.440,Kepler-band,12.430,4840.00,1.32,4.23,2014-05-14,,,2454978.255600,2012,Kepler,http://exoplanet.eu/catalog/kepler-56_b/,http://exoplanets.org/detail/Kepler-56_b
3103,Kepler-56,c,Kepler-56 c,Transit,0,3,21.40239000,0.165200,,,0.57000,Mass,0.874,1.06000,1,1,0,1,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,936.96,12.440,Kepler-band,12.430,4840.00,1.32,4.23,2014-05-14,,,2454978.656000,2012,Kepler,http://exoplanet.eu/catalog/kepler-56_c/,http://exoplanets.org/detail/Kepler-56_c
3104,Kepler-56,d,Kepler-56 d,Radial Velocity,0,3,1002.00000000,2.160000,0.200000,,5.61000,Msini,,,0,1,0,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,936.96,12.440,Kepler-band,12.430,4840.00,1.32,4.23,2016-10-13,,,,2016,Multiple Observatories,http://exoplanet.eu/catalog/kepler-56_d/,
3105,Kepler-560,b,Kepler-560 b,Transit,0,1,18.47764449,,,,,,0.153,,0,1,0,2,20h00m49.46s,300.206095,+45d01m05.3s,45.018147,88.00,109.65,14.708,Kepler-band,14.751,3556.00,0.34,0.33,2016-05-10,,0.0782380,2455018.268560,2016,Kepler,http://exoplanet.eu/catalog/kepler-560_b/,
3106,Kepler-561,b,Kepler-561 b,Transit,0,2,58.36204950,,,,,,0.621,,1,1,0,1,19h34m59.30s,293.747096,+45d06m26.0s,45.107220,667.00,632.57,14.361,Kepler-band,14.332,5646.00,0.96,0.94,2016-05-10,,0.2619120,2455029.555062,2016,Kepler,http://exoplanet.eu/catalog/kepler-561_b/,
3107,Kepler-561,c,Kepler-561 c,Transit,0,2,5.35016198,,,,,,0.239,,0,1,0,1,19h34m59.30s,293.747096,+45d06m26.0s,45.107220,667.00,632.57,14.361,Kepler-band,14.332,5646.00,0.96,0.94,2016-05-10,,0.0934600,2455028.760482,2016,Kepler,http://exoplanet.eu/catalog/kepler-561_c/,
3108,Kepler-562,b,Kepler-562 b,Transit,0,1,18.00931444,,,,,,0.465,,0,1,0,1,19h20m28.71s,290.119627,+46d16m25.7s,46.273811,822.00,1021.74,14.794,Kepler-band,14.743,5575.00,0.93,0.90,2016-05-10,,0.2071380,2455015.441383,2016,Kepler,http://exoplanet.eu/catalog/kepler-562_b/,
3109,Kepler-563,b,Kepler-563 b,Transit,0,1,22.18432708,,,,,,0.276,,0,1,0,1,19h29m47.11s,292.446272,+46d17m23.2s,46.289776,557.00,574.48,14.767,Kepler-band,14.739,5066.00,0.80,0.77,2016-05-10,,0.1273460,2455007.597478,2016,Kepler,http://exoplanet.eu/catalog/kepler-563_b/,
